"","R1","R2","R3","R4","R5","R6","R7","R8","R9","R10","R11","R12","R13","R14","R15","R16","R17","R18","R19","R20","R21","R22","R23","R24","R25","R26","R27","R28","R29","R30","R31","R32","R33","R34","R35","C1","C2","C3","C4","C5","C6","C7","C8","C9","C10","C11","C12","C13","C14","C15","C16","C17","C18","C19","C20","C21","C22","C23","C24","C25","C26","C27","C28","C29"
"theta_B",16.3154648733325,19.2169875139371,19.0652537066489,16.2310608965345,17.7412334084511,15.1547261350788,19.543714732863,14.7701158165,14.6813386841677,16.4960454637185,11.2719133053906,13.7389536178671,18.199665218126,12.1248244680464,13.8789781788364,15.5754833482206,10.94274046598,16.4024184457958,13.0730288848281,17.5467046303675,10.9600658528507,18.0338771292008,15.259930184111,10.6819275626913,13.0342326965183,14.2067097919062,15.8215568563901,10.9215930220671,14.740313293878,11.6597581189126,17.6349601522088,12.0247084507719,18.9251883118413,14.7867249511182,11.7782224924304,18.9373527583666,19.214298594743,19.2989364429377,17.1671274490654,16.5217130468227,16.004798898939,14.8759888904169,16.1600734782405,11.6053214739077,10.5932388710789,18.9369682432152,19.2296697455458,16.7986979265697,16.9327097642235,13.5747629753314,11.9027941627428,14.9172317353077,16.9587977905758,12.9926229268312,16.1437200848013,12.3147684428841,18.0577931902371,18.9122087648138,10.9679008368403,15.9146124380641,11.6816072608344,16.4292549248785,18.154735469725,17.9174049384892
"z_B_init",17.7112620486878,11.5524892392568,11.3237273902632,15.492740678601,10.3193380706944,15.4703105497174,14.4332188041881,11.1914721992798,19.4883177848533,11.8819339969195,17.1126307733357,17.7877398231067,18.3228633087128,19.4976739771664,10.4773504682817,15.8363099838607,19.4240244710818,10.001504519023,18.2445058482699,12.7913048444316,10.6968375737779,18.7921677064151,13.3272419683635,13.1907888548449,13.7217003596015,19.3005927582271,10.3814931819215,19.3882332369685,16.2938374793157,11.8230433179997,12.7791068283841,15.2135481056757,15.5964290606789,12.0109471981414,16.4186674030498,13.0918199336156,10.138998075854,16.4869970688596,12.5330425309949,16.5000690566376,17.0699896942824,19.9274079245515,14.2417843150906,14.3827001447789,13.9129437878728,10.9829541272484,19.3802679842338,19.7276749787852,13.8388728047721,10.8118792483583,14.6465984988026,18.9475887222216,13.0311939003877,11.8375126714818,15.6298958463594,10.4987161769532,15.8086786814965,12.2802406176925,13.5757333738729,10.6449164217338,11.3426943984814,15.9499074332416,10.072014266625,16.9074481911957
"z_B_final",15.1480675111179,17.1315447681507,17.2574327981816,15.1060442810839,16.4080290773508,14.6803503514004,17.4208181582713,14.6176324098576,14.2874598986815,15.2932558822872,11.8964100768459,13.8876138184462,16.8944350123082,11.6484947162556,14.5543962596074,14.8692642637427,12.0785492699316,15.7256044002663,11.8151489899851,16.1802194412947,10.938803253262,16.9553725122611,15.0396589989378,10.3506839242606,13.0925532367875,13.9676705270835,15.1040075730998,11.1790878008346,13.3900591748847,10.9977834185037,16.5185636874358,13.4271935333204,16.5289329660313,14.8252100025224,13.077983115647,16.9190321902951,17.2444919294948,17.1346421175117,15.9521617882205,15.1761775744629,14.9057868580136,14.294361162821,14.8855571659345,11.4418444595534,10.4655782860551,16.624339492454,16.934016819865,15.8244883720135,15.6039374839801,12.8831313528377,12.5515300953275,14.3956955166244,15.4369560375708,13.5810018033101,15.1718676287178,11.8124522091404,16.5649672695308,17.0822794160788,12.1954555463026,14.7634777271107,10.9359460494244,15.9138260122806,16.9412554903224,16.3480783729136
