"","R1","R2","R3","R4","R5","R6","R7","R8","R9","R10","R11","R12","R13","R14","R15","R16","R17","R18","R19","R20","R21","R22","R23","R24","R25","R26","R27","R28","R29","R30","R31","R32","R33","R34","R35","C1","C2","C3","C4","C5","C6","C7","C8","C9","C10","C11","C12","C13","C14","C15","C16","C17","C18","C19","C20","C21","C22","C23","C24","C25","C26","C27","C28","C29"
"theta_B",11.2168209883384,14.6769199590199,17.520522212144,15.9340017917566,10.3588519780897,10.9232061030343,19.9397344049066,13.811384702567,15.5351715907454,14.7076350892894,10.5006649205461,15.8077215100639,15.9493087651208,13.3895675442182,14.4333867519163,16.4071477716789,10.5127546004951,18.8073675148189,10.3311732178554,13.7662559445016,18.7159886909649,13.6303186765872,14.3999338638969,18.2337102200836,13.2192786550149,11.808557563927,12.5754276197404,16.3629871979356,17.0121122547425,13.4080966655165,11.6410441789776,11.8570048012771,12.9882833594456,11.7835626006126,19.6531624277122,10.6643014773726,10.2237526094541,19.4333440670744,16.2131224758923,10.0172752374783,19.0971300075762,11.9561449647881,14.9847648059949,12.511877247598,17.4230752536096,10.2586624701507,10.0988829042763,19.2415432818234,15.4221705486998,13.5885263187811,11.613512863405,12.1989506739192,18.6050021345727,12.8122698632069,19.7231720830314,10.7800443819724,13.2638637023047,15.3077495004982,15.7838383689523,19.1105733974837,13.3026993600652,13.0783131532371,14.1248457296751,10.2244841982611
"z_B_init",17.7330847387202,16.8177165905945,15.9683831036091,19.8636631737463,18.1798631837592,11.4746481785551,11.9699266995303,19.7290047770366,15.3013784415089,10.2444041054696,10.7169704698026,13.2426906726323,12.1349938772619,13.7211785581894,18.7155386875384,13.7865416845307,14.8539727390744,16.2342551746406,14.1827652370557,18.2452866923995,19.8378634033725,15.4237627983093,11.6250868444331,18.5526286065578,15.5725458101369,18.8476844551042,18.887363744434,15.4456552327611,10.5238495534286,18.2642774516717,14.6570150507614,18.7191354949027,18.339823524002,11.5278031560592,15.1970824482851,10.7026076619513,19.7281736508012,13.5614538099617,19.8651695158333,13.2832908048294,15.2089489600621,10.530306075234,11.1565528670326,18.9253700268455,13.4336416050792,15.5451378738508,15.4904529522173,11.7833330342546,19.8738762340508,19.0034808078781,15.1739414827898,15.0454456917942,13.4105477319099,16.1164576350711,17.9411479411647,17.2409758158028,16.9610559125431,14.8401666851714,18.7175622978248,13.9090402494185,13.7365499697626,18.5223412350751,19.4976646942087,15.88432099903
"z_B_final",11.006828499625,14.0686165236025,16.6409345596021,15.3494959832532,10.224759767741,10.6905435351023,18.6680281796999,13.2328365572368,14.9716794564324,14.1886223740197,10.4235901420014,14.9747251786466,15.1722211521252,12.8747603805823,13.4688805874569,15.7813313908256,10.3456627832308,17.3679205866242,10.1953316332689,13.0630779966129,17.3049309197756,12.7872330927059,13.5334461905124,17.1137308841991,12.5385574252387,11.3373435002987,11.9816639798834,15.3513388895976,15.8006209426185,13.1961684183884,11.3460491330422,11.4049652229157,12.302764928365,12.1369716469546,17.8248093253413,10.5895291964497,10.155143851861,18.271207964388,15.2850235519858,10.0232340989544,18.0230109757864,11.6355821538457,14.3752338289117,12.1029033368854,16.455316303068,10.1495193875819,10.049036614851,17.834535537647,14.8035257091761,13.0666446112744,11.3897598183235,11.7235116414376,17.5300468100514,12.6194038941335,18.2630336723034,10.7785066970058,13.4159605211209,14.6392943036603,14.6589771762855,17.9391477962199,13.49144285229,13.0777575169679,14.034342113422,10.6945158401309
