"","R1","R2","R3","R4","R5","R6","R7","R8","R9","R10","R11","R12","R13","R14","R15","R16","R17","R18","R19","R20","R21","R22","R23","R24","R25","R26","R27","R28","R29","R30","R31","R32","R33","R34","R35","C1","C2","C3","C4","C5","C6","C7","C8","C9","C10","C11","C12","C13","C14","C15","C16","C17","C18","C19","C20","C21","C22","C23","C24","C25","C26","C27","C28","C29"
"theta_B",19.4487342354842,16.0992702399381,17.1052142698318,11.7571281199344,17.4816455482505,13.9833056391217,10.2640779106878,17.3276198352687,18.5464551695623,13.3541111391969,14.4383834581822,14.7046937420964,18.5057319025509,14.6337543078698,15.3042210172862,17.2531916224398,11.2613401515409,15.1231201551855,16.6607462288812,19.8004790814593,14.9853003048338,15.0057511520572,14.8856963124126,18.3100672857836,15.4242677171715,17.9668737389147,13.4468916314654,10.1666158647276,11.5094341384247,16.5695941029117,14.7836795868352,13.9844548376277,18.2819794816896,18.352077184245,14.7457251348533,12.547386714723,16.1479305056855,18.83251584135,19.0348768676631,14.0620045363903,13.7343468866311,19.8392545571551,19.8386152880266,13.0798506247811,16.8377835699357,13.9647309761494,19.8615877097473,10.6628929451108,11.8929144064896,19.7698289901018,15.3183009941131,18.9819650864229,15.0941338995472,18.8243638677523,16.535335148219,13.9151379559189,19.2831126740202,18.2147230743431,11.2219296465628,17.5328616052866,13.5130032314919,10.9308182122186,19.9331806227565,12.2173954150639
"z_B_init",13.0704833567142,11.0356334061362,14.2507081269287,17.0533195114695,15.1851805276237,15.4407505714335,14.6117743267678,14.4669457222335,15.630885111168,11.1001516249962,18.0105519271456,15.5599143658765,15.6470156367868,10.0709855253808,10.6126064318232,14.5986887672916,15.6876551127061,16.8108550086617,11.6561186313629,19.577954786364,10.1947568450123,12.2245500865392,13.9717004611157,15.288530245889,18.2846602564678,15.4710459569469,15.7465468230657,18.7959199398756,19.231689167209,15.336555452086,10.9700125013478,12.8520431485958,16.6652060253546,10.2824550145306,12.3523339582607,14.0596356312744,19.4030022714287,14.0569883165881,16.1091866786592,11.0866205138154,15.8352804277092,16.9544918416068,12.0817714137957,18.3052808977664,10.1688227057457,16.0387564916164,11.3377947476692,10.315991747193,18.31262918422,10.816310653463,16.9150989921764,10.3607932664454,11.3431110465899,14.0016588103026,18.9697875105776,16.9647285668179,13.2109100278467,18.0810917308554,17.1008768910542,18.5871381731704,18.257335012313,13.1699737999588,15.4649558290839,19.741980729159
"z_B_final",17.792272999241,15.2403646779692,15.9821854060973,11.9052367566083,16.0175931457449,13.4610987476757,11.1239349929171,16.2245772489059,16.6693146284606,13.2523485121182,13.8056739991599,14.1794500427598,16.7534845219878,13.93992582046,14.7189203632449,15.7180306256272,11.3207759551108,14.2724318867901,15.5217184920619,17.4477708458051,14.1689890061546,14.4022147709678,14.1504689251133,16.9913141590282,14.3941864587527,16.2215602302708,13.2756703564654,10.8179936848446,11.638934342626,15.5504656207331,13.7308984463303,13.7044790763539,16.496418836564,17.2740158755995,13.5137416563903,12.2841793300441,15.1645509818911,17.3769399828231,17.1297393583401,13.7528815924318,13.2120135240011,17.4909355514647,17.808833147028,12.9736406358404,15.6632668766102,13.389644394485,18.0432492974952,11.3607060453749,11.9872515572383,17.7846400148001,14.7220752060495,16.7436894786399,14.0980412047121,16.8743062163361,15.3104198633631,13.5030348350244,17.5228719024013,16.6916516125745,12.391974043778,15.5371393807468,13.7542330348029,11.8621648389434,17.0920974281302,12.2993668876666
