"","R1","R2","R3","R4","R5","R6","R7","R8","R9","R10","R11","R12","R13","R14","R15","R16","R17","R18","R19","R20","R21","R22","R23","R24","R25","R26","R27","R28","R29","R30","R31","R32","R33","R34","R35","C1","C2","C3","C4","C5","C6","C7","C8","C9","C10","C11","C12","C13","C14","C15","C16","C17","C18","C19","C20","C21","C22","C23","C24","C25","C26","C27","C28","C29"
"theta_B",13.5958207189105,19.5755153684877,12.2830556845292,10.8876579347998,14.1488254000433,12.8727772226557,14.7639432293363,17.080936061684,18.3412761497311,18.6100320401601,16.0974060185254,18.7446660781279,14.474214320071,15.9723395109177,13.984777268488,19.6897314838134,14.1014312393963,11.1604272946715,12.5949099566787,17.0470749237575,17.6343476306647,11.2338821124285,12.1694923844188,16.3257753197104,18.75695545692,15.1028592116199,14.8178336187266,14.0291829453781,14.0331342210993,12.0298805111088,10.0142172235064,11.3060616282746,15.372586096637,18.6527619464323,12.2607027296908,10.1375829032622,13.7064849655144,11.7074242397211,15.3659240505658,10.348570914939,17.8008977835998,19.8011209210381,16.904019988142,11.8302410864271,15.361642234493,13.3615847374313,19.4511981424876,14.242644472979,13.3467613137327,16.8500748905353,16.4966012816876,17.6572651253082,10.7805893034674,10.9740102337673,12.305759054143,15.8581641479395,10.7635149895214,13.7916523544118,13.9979235595092,11.4269704371691,18.4545267210342,17.300650018733,12.5403593969531,16.5737295756117
"z_B_init",13.5898186918348,12.4409717251547,17.4463341594674,11.2873669550754,17.8660075343214,13.974888145458,12.949972585775,16.5725177316926,15.3054656623863,10.1462482963689,16.218067726586,17.4064733809792,11.8311434937641,16.9545766268857,11.11789700808,10.820762666408,13.7693828111514,14.2531566065736,11.3251295569353,14.5119067677297,13.0977779859677,10.6595398602076,14.2972774198279,17.7922790148295,14.3544843560085,16.3499606191181,15.2999732992612,15.2756231091917,17.0864925859496,14.3688665656373,12.7213913225569,11.4572691381909,14.7612989577465,11.496035582386,12.8622865490615,18.2920829276554,15.8726028143428,16.1932008992881,19.6890203026123,18.835752364248,11.8707861355506,16.8875465984456,15.378757934086,15.4455408011563,10.4447220708244,19.6614480973221,10.1627637143247,19.1689801542088,16.944724956993,19.8080339841545,15.5567648378201,15.7729649730027,12.442110455595,13.9582654298283,18.3961922093295,13.5712632024661,14.7550352336839,16.6535260411911,19.1411153110676,16.8473980599083,16.8190147751011,13.367478994187,16.8152165855281,12.7613108139485
"z_B_final",10.4945781190244,11.5029088584288,9.92688906333894,9.70264931002185,10.8796539914343,10.0010043789621,10.4059906283795,11.6546971648992,11.5808544501617,12.6057905958651,11.6296800976906,11.5508893895652,10.0523796837708,11.7610407676292,9.54507376039074,12.3137817104517,10.0109236320217,9.8493093268329,9.79707399522573,10.6276361490967,11.853061515628,9.06932112449306,8.99992316032244,11.5300103971715,10.2802607043687,10.1442892198111,9.90270662404932,11.2332726984079,10.8323479411266,10.8441503618656,8.9983628723892,9.36218441385445,10.3581311041142,11.5909392291058,9.30003864884674,9.45573935160122,9.70407827277274,10.2969975530917,11.5285544526878,9.24149599549278,11.9611702554551,12.0083986894339,11.2890078447324,10.7708557599032,11.0265308263589,10.859034497312,11.6687471185499,10.5538581553741,10.0501117455462,11.3128934051696,11.8671476652118,10.8650210948701,9.80333956662898,9.60673407065838,11.4504537036614,12.2216779085124,9.88761526324464,11.0526778724827,10.8443635454438,9.83727268455159,11.9400718405143,10.9006919049926,9.59179767209828,10.3950995482037
