"","R1","R2","R3","R4","R5","R6","R7","R8","R9","R10","R11","R12","R13","R14","R15","R16","R17","R18","R19","R20","R21","R22","R23","R24","R25","R26","R27","R28","R29","R30","R31","R32","R33","R34","R35","C1","C2","C3","C4","C5","C6","C7","C8","C9","C10","C11","C12","C13","C14","C15","C16","C17","C18","C19","C20","C21","C22","C23","C24","C25","C26","C27","C28","C29"
"theta_A",8.79070079186931,4.05575985088944,4.66986798215657,8.54497183812782,4.42527065053582,2.98007007921115,7.79533652123064,4.62970905471593,1.87171424739063,1.28410649020225,4.4744643359445,6.52456453070045,9.4072976289317,8.95710351178423,0.493517315480858,3.54197327280417,1.31631935713813,7.85624321782961,6.31258607376367,3.18059080978855,7.93765875976533,2.99651858862489,6.0806046705693,0.0687372265383601,5.98950993036851,9.38972027041018,1.39124688692391,6.81304928846657,9.77845704648644,1.44338122103363,1.89820901956409,3.02076128544286,0.584506045561284,3.30644907662645,6.96808598702773,7.43019461398944,9.50686569558457,7.32836779905483,2.94275523163378,5.77607717132196,7.96238741371781,1.26166395843029,0.615148320794106,0.127326233778149,7.3940038564615,7.09870231105015,2.56345560308546,6.75832977518439,2.46761940419674,8.87938696891069,9.40287606325001,2.7273993100971,6.90589295467362,0.423131082206964,2.08581148646772,7.78788492083549,5.97331473138183,7.90090207476169,2.28807166684419,9.81098071904853,3.92919782316312,5.54536104202271,4.46055771317333,5.58906954014674
"z_A_init",8.19692679448053,6.2796960840933,8.83720515528694,0.994845498353243,4.08277690177783,1.60501320380718,6.3522869721055,0.468889623880386,4.93292294908315,1.68370950501412,5.18762012012303,8.08374549495056,7.23649154650047,6.77479241043329,7.90529582183808,4.07402152894065,7.48008277500048,1.74525733105838,8.93470718059689,7.99609737005085,5.94218324171379,3.62704942468554,2.06404975848272,4.75401322823018,2.70587897859514,1.79057000670582,9.33846882544458,6.22055266983807,0.143920229747891,9.45504871895537,6.7704011965543,8.77285285852849,5.31477291602641,1.09827404143289,2.53694406244904,3.7395171332173,0.874914121814072,0.404832460917532,8.81282438524067,4.95949611300603,7.25127560086548,7.41471943212673,2.01617405051365,2.36605909653008,6.70314158312976,9.16077943053097,5.40249727200717,2.69522219896317,4.61886319331825,0.484222639352083,2.07423721440136,6.7559452727437,0.4884301754646,7.09918082226068,8.80865351064131,5.33397008897737,6.5792151959613,2.46352469781414,2.86239286651835,3.52572324918583,0.50565633457154,4.2115366179496,0.744456087704748,5.60950495768338
"z_A_final",9.45228404790791,7.34772272902158,8.58457021450558,9.4509341654137,7.98317206378098,7.32745275223906,8.96111178189888,7.83936961436897,7.81757173640012,6.72005688444552,8.0043345676663,9.31226637638996,10.08365133099,10.5500206373537,8.48968689816323,8.01402199475439,7.14913055901799,9.2394533992461,9.59702922794644,8.53878514239125,9.87649533563131,9.08199288575319,9.13419727988023,6.06385379182285,9.31805617707427,9.82475562100771,8.14438448213068,9.50477278464606,10.1121965122548,7.50245284908504,8.46901887122174,9.06771568091022,8.07218192510591,8.74844958552411,9.23015087808414,9.3455177252357,10.0182598452817,9.5173660527461,7.15003351233207,9.12287632868291,9.15324423709391,7.13743729473967,6.81480871649104,6.56865713856458,9.07516261533691,9.05375039079366,7.82808632349508,8.26405797569274,7.44990461593971,9.94583977988987,9.22184515225309,7.23769610040488,8.98626668769212,6.64856437729242,6.48860461354482,10.6921570496503,7.94428226309389,9.73653126937951,8.31535533736729,9.82135008498466,6.39987662178273,8.77241876126902,8.34130676135405,9.04734899934672
