"","R1","R2","R3","R4","R5","R6","R7","R8","R9","R10","R11","R12","R13","R14","R15","R16","R17","R18","R19","R20","R21","R22","R23","R24","R25","R26","R27","R28","R29","R30","R31","R32","R33","R34","R35","C1","C2","C3","C4","C5","C6","C7","C8","C9","C10","C11","C12","C13","C14","C15","C16","C17","C18","C19","C20","C21","C22","C23","C24","C25","C26","C27","C28","C29"
"theta_A",5.15055101830512,6.94120666012168,8.74154958641157,5.12961838161573,5.93633410288021,7.52760319737718,2.15819787234068,6.03860225062817,5.92879230855033,2.82181274611503,7.85275946371257,2.81824486562982,6.39476515119895,0.100554337259382,0.554590949323028,4.34707190375775,6.85078020906076,8.87485414510593,3.02970013581216,2.35844547394663,8.27608250780031,1.70726833166555,3.31438543973491,2.979325579945,5.18461234634742,5.89731116546318,8.19636936765164,3.99395965272561,6.83535908116028,2.56284489529207,9.18197500985116,6.08664247440174,0.965258304495364,6.13971974002197,4.40408685710281,7.58471927139908,7.04761260189116,5.66793910926208,1.70577687444165,6.36197853600606,7.52592755947262,7.58983952691779,0.164812600705773,4.72065369831398,4.88879127893597,1.3808771665208,3.59296352369711,5.78068505972624,6.80571602890268,3.83403333369642,0.952493932563812,7.50007596099749,9.94796038605273,4.12453875411302,0.478205101098865,9.52053544810042,4.37788343057036,2.2004780266434,6.39476363779977,0.889569714199752,0.113864066079259,4.43420941010118,1.49786447873339,3.60868433490396
"z_A_init",6.78321501938626,9.81851866003126,2.38342240219936,4.8670647921972,0.0507220183499157,0.538220945745707,4.00421819882467,1.73870746046305,8.22269668569788,5.76412029098719,1.58772728638723,3.7201359285973,2.21482127439231,1.83735083090141,6.60704867448658,4.01707083452493,6.48902903543785,7.19955163542181,3.97080421447754,0.691263701301068,0.104430229403079,1.74516123486683,1.25957639887929,1.70760544016957,4.97198307653889,5.02691135043278,3.78573878435418,2.54139366792515,4.05121106188744,3.73608968453482,2.3745879996568,1.87974066939205,7.24276047665626,9.71012347145006,0.676893421914428,2.39136156393215,7.90289938915521,0.423881341703236,3.39183461852372,6.58418351318687,3.71942954603583,4.17896269122139,2.67439925577492,0.315042864531279,9.62807763135061,4.7851890954189,5.65061068395153,3.35494600702077,6.88492981018499,3.8168601389043,2.00691490666941,2.68272263463587,2.78099375311285,4.00742863537744,9.21667297603562,1.53433847473934,7.81389468349516,4.03235427569598,4.13249207427725,0.468546657357365,0.711967437528074,1.72867982415482,3.9245800091885,7.05440167803317
"z_A_final",5.93574043281351,6.64428462340435,7.37929468265037,5.98520881012172,6.06652308523386,6.95505370182899,4.84719141998628,6.1517722919105,6.47655798860606,4.22256085535186,6.74604403761908,5.31503132170639,6.39247981387005,4.32800707843063,4.97446351277286,6.1427607495139,6.86824131127292,6.82926566287997,5.13343844580072,5.68182837872225,6.70129547342348,5.38447992239915,5.78225936814259,3.77414457421054,6.32169111607441,6.48554715456774,7.22821085802844,4.97404852060058,6.24098298387461,4.75773759290182,7.73173411493638,6.64704954910987,5.10669916419846,6.36394337014228,6.26982371574946,6.87630345390265,6.59047741436005,6.15517183525638,4.45948866889354,6.5115769488106,6.78319928797531,6.58506036117999,4.44171146620656,5.95992027201008,5.46261452832347,4.75944152754913,5.69866210467988,6.54882425932098,6.88193306631249,5.43623618343647,4.11633901690248,6.74971736304487,7.17250813049935,6.0837078544051,3.72068204407275,6.0326180458645,4.90170941673664,5.41101243909679,6.26429384436401,4.68035725480115,2.93579179629413,6.72427222993485,4.09793517748319,6.00514386248112
