"","R1","R2","R3","R4","R5","R6","R7","R8","R9","R10","R11","R12","R13","R14","R15","R16","R17","R18","R19","R20","R21","R22","R23","R24","R25","R26","R27","R28","R29","R30","R31","R32","R33","R34","R35","C1","C2","C3","C4","C5","C6","C7","C8","C9","C10","C11","C12","C13","C14","C15","C16","C17","C18","C19","C20","C21","C22","C23","C24","C25","C26","C27","C28","C29"
"theta_B",10.94222714426,10.4222093545832,18.9822483086027,11.1696821288206,14.5234597311355,16.5663992986083,12.4102179054171,11.8826326960698,16.5835867868736,12.2175373835489,14.4463732186705,19.6390958270058,17.6560346758924,19.466886378359,17.8357526659966,19.3107312661596,10.6688798847608,18.603196691256,12.684973757714,10.5924388789572,15.4747818247415,15.2487062616274,15.7917862921022,13.1853146571666,19.2214474291541,15.6986130704172,19.5365151716396,19.4890892179683,11.2382438755594,13.6405366263352,19.6442928351462,19.3657577922568,15.9496236941777,10.0595714431256,14.8347818059847,12.5473005278036,10.2047959179617,12.9838366620243,17.1639146353118,11.5035117953084,11.323135974817,13.8581667770632,14.5640067546628,16.6758162318729,14.0257492801175,17.2554056742229,13.7394324014895,15.1300726551563,19.0549064707011,14.6852061036043,12.9174461495131,10.5006177583709,16.2286234088242,19.0006454731338,12.7735307021067,19.3709053238854,10.185361080803,12.0541350683197,19.2882927344181,13.7483637291007,18.951803597156,13.6567245726474,17.8702083369717,12.5154578289948
"z_B_init",19.5342160342261,17.013508901,14.301651220303,11.4526185393333,13.5514415008947,12.0013127103448,18.0938571994193,11.0982178803533,16.9363962160423,15.7609499734826,11.7732440517284,19.4155590375885,17.2847062721848,14.7199231875129,10.3453911351971,13.6742354696617,15.0893657305278,13.5744025860913,16.9723218190484,16.9731837557629,17.3925170628354,13.0221223086119,13.0749044101685,15.9583493787795,17.2005080035888,17.2605565446429,19.0555645595305,10.0732962088659,10.2645477605984,11.2330915895291,15.3147184941918,12.4155654967763,15.8073875564151,14.2144537647255,11.9221427780576,15.443930439651,13.5034700599499,13.1754156621173,12.6540294825099,12.1755189378746,18.3727085520513,11.8664333736524,13.029822728131,16.6741293831728,18.1084299227223,13.5461955703795,10.5645481240936,18.4518339741044,17.341010957025,10.0343363196589,16.156291323714,15.202798966784,11.7789435945451,12.6671533356421,15.5332964053378,17.1536023193039,16.9827218470164,18.7276826240122,19.2194405058399,13.8229493168183,19.9527327972464,15.4504247847944,10.9540967014618,13.0582778248936
"z_B_final",10.436050654635,9.7785393247832,12.8890239745253,9.82954381385301,11.3065858536655,11.6126716207669,10.7478042090121,10.459495773193,12.2181736287905,10.2289263811878,11.5291880395735,12.5878475372278,11.4220375408578,13.3453502469738,10.963750116958,13.4623791878371,10.3458541094454,12.913342675996,10.6562034600996,9.43406294860244,12.3767677955168,10.3478408302899,11.0726915849273,11.2404176358458,11.736173383072,11.0651638558701,11.5079745115159,13.379256793941,11.341066633491,11.2847341439565,12.6406026323704,11.3307235263023,10.8829572415929,9.73314923720493,11.6653002147142,10.9793745069082,9.59929599984822,10.4572626600933,11.6734369292239,10.2887815912973,9.91937475369004,10.8421217543463,11.0804273097524,12.2613563716405,11.032636835613,12.4927368482275,10.7279385213052,11.2072993573429,13.0557352434292,11.8968540380504,10.6568357280697,10.3187762223705,10.7549659328364,13.2489347233036,10.012873500349,13.6745687806441,10.795593393566,10.44373186554,12.1484101144434,10.348631736462,12.4427553594658,12.2743316414924,11.6961539464543,11.7973859195893
